"","X1","indicador","periodo","valor_absoluto"
"15403",15403,"Other",2017-03-12,407
"15404",15404,"Prehospital Emergency Care",2017-03-12,67
"15405",15405,"Prehospital Emergency Care",2017-03-12,67
"15406",15406,"Self-care",2017-03-11,600
"15407",15407,"Self-care",2017-03-11,600
"15408",15408,"Primary care",2017-03-11,362
"15409",15409,"Primary care",2017-03-11,362
"15410",15410,"Poison Control hot-line",2017-03-11,28
"15411",15411,"Poison Control hot-line",2017-03-11,28
"15412",15412,"Prehospital Emergency Care",2017-03-11,68
"15413",15413,"Prehospital Emergency Care",2017-03-11,68
"15414",15414,"Self-care",2017-03-11,600
"15415",15415,"Self-care",2017-03-11,600
"15416",15416,"Other",2017-03-11,428
"15417",15417,"Other",2017-03-11,428
"15418",15418,"Emergency Care",2017-03-11,802
"15419",15419,"Emergency Care",2017-03-11,802
"15420",15420,"Primary care",2017-03-11,362
"15421",15421,"Primary care",2017-03-11,362
"15422",15422,"Poison Control hot-line",2017-03-11,28
"15423",15423,"Poison Control hot-line",2017-03-11,28
"15424",15424,"Prehospital Emergency Care",2017-03-11,68
"15425",15425,"Prehospital Emergency Care",2017-03-11,68
"15426",15426,"Other",2017-03-11,428
"15427",15427,"Other",2017-03-11,428
"15428",15428,"Emergency Care",2017-03-11,802
"15429",15429,"Emergency Care",2017-03-11,802
"15430",15430,"Poison Control hot-line",2017-03-10,26
"15431",15431,"Poison Control hot-line",2017-03-10,26
"15432",15432,"Other",2017-03-10,492
"15433",15433,"Other",2017-03-10,492
"15434",15434,"Emergency Care",2017-03-10,609
"15435",15435,"Emergency Care",2017-03-10,609
"15436",15436,"Self-care",2017-03-10,518
"15437",15437,"Self-care",2017-03-10,518
"15438",15438,"Prehospital Emergency Care",2017-03-10,84
"15439",15439,"Prehospital Emergency Care",2017-03-10,84
"15440",15440,"Emergency Care",2017-03-10,609
"15441",15441,"Emergency Care",2017-03-10,609
"15442",15442,"Self-care",2017-03-10,518
"15443",15443,"Self-care",2017-03-10,518
"15444",15444,"Primary care",2017-03-10,471
"15445",15445,"Primary care",2017-03-10,471
"15446",15446,"Poison Control hot-line",2017-03-10,26
"15447",15447,"Poison Control hot-line",2017-03-10,26
"15448",15448,"Other",2017-03-10,492
"15449",15449,"Other",2017-03-10,492
"15450",15450,"Primary care",2017-03-10,471
"15451",15451,"Primary care",2017-03-10,471
"15452",15452,"Prehospital Emergency Care",2017-03-10,84
"15453",15453,"Prehospital Emergency Care",2017-03-10,84
"15454",15454,"Other",2017-03-09,484
"15455",15455,"Other",2017-03-09,484
"15456",15456,"Primary care",2017-03-09,510
"15457",15457,"Primary care",2017-03-09,510
"15458",15458,"Poison Control hot-line",2017-03-09,26
"15459",15459,"Poison Control hot-line",2017-03-09,26
"15460",15460,"Emergency Care",2017-03-09,600
"15461",15461,"Emergency Care",2017-03-09,600
"15462",15462,"Primary care",2017-03-09,510
"15463",15463,"Primary care",2017-03-09,510
"15464",15464,"Emergency Care",2017-03-09,600
"15465",15465,"Emergency Care",2017-03-09,600
"15466",15466,"Poison Control hot-line",2017-03-09,26
"15467",15467,"Poison Control hot-line",2017-03-09,26
"15468",15468,"Prehospital Emergency Care",2017-03-09,73
"15469",15469,"Prehospital Emergency Care",2017-03-09,73
"15470",15470,"Self-care",2017-03-09,511
"15471",15471,"Self-care",2017-03-09,511
"15472",15472,"Prehospital Emergency Care",2017-03-09,73
"15473",15473,"Prehospital Emergency Care",2017-03-09,73
"15474",15474,"Other",2017-03-09,484
"15475",15475,"Other",2017-03-09,484
"15476",15476,"Emergency Care",2017-03-08,570
"15477",15477,"Emergency Care",2017-03-08,570
"15478",15478,"Poison Control hot-line",2017-03-08,21
"15479",15479,"Poison Control hot-line",2017-03-08,21
"15480",15480,"Other",2017-03-08,458
"15481",15481,"Other",2017-03-08,458
"15482",15482,"Emergency Care",2017-03-08,570
"15483",15483,"Emergency Care",2017-03-08,570
"15484",15484,"Other",2017-03-08,458
"15485",15485,"Other",2017-03-08,458
"15486",15486,"Poison Control hot-line",2017-03-08,21
"15487",15487,"Poison Control hot-line",2017-03-08,21
"15488",15488,"Primary care",2017-03-08,509
"15489",15489,"Primary care",2017-03-08,509
"15490",15490,"Prehospital Emergency Care",2017-03-08,68
"15491",15491,"Prehospital Emergency Care",2017-03-08,68
"15492",15492,"Prehospital Emergency Care",2017-03-08,68
"15493",15493,"Prehospital Emergency Care",2017-03-08,68
"15494",15494,"Self-care",2017-03-08,448
"15495",15495,"Self-care",2017-03-08,448
"15496",15496,"Emergency Care",2017-03-07,572
"15497",15497,"Emergency Care",2017-03-07,572
"15498",15498,"Other",2017-03-07,479
"15499",15499,"Other",2017-03-07,479
"15500",15500,"Poison Control hot-line",2017-03-07,19
"15501",15501,"Poison Control hot-line",2017-03-07,19
"15502",15502,"Prehospital Emergency Care",2017-03-07,74
"15503",15503,"Prehospital Emergency Care",2017-03-07,74
"15504",15504,"Self-care",2017-03-07,560
"15505",15505,"Self-care",2017-03-07,560
"15506",15506,"Poison Control hot-line",2017-03-07,19
"15507",15507,"Poison Control hot-line",2017-03-07,19
"15508",15508,"Other",2017-03-07,479
"15509",15509,"Other",2017-03-07,479
"15510",15510,"Primary care",2017-03-07,510
"15511",15511,"Primary care",2017-03-07,510
"15512",15512,"Prehospital Emergency Care",2017-03-07,74
"15513",15513,"Prehospital Emergency Care",2017-03-07,74
"15514",15514,"Prehospital Emergency Care",2017-03-06,95
"15515",15515,"Prehospital Emergency Care",2017-03-06,95
"15516",15516,"Self-care",2017-03-06,547
"15517",15517,"Self-care",2017-03-06,547
"15518",15518,"Emergency Care",2017-03-06,694
"15519",15519,"Emergency Care",2017-03-06,694
"15520",15520,"Poison Control hot-line",2017-03-06,20
"15521",15521,"Poison Control hot-line",2017-03-06,20
"15522",15522,"Primary care",2017-03-06,591
"15523",15523,"Primary care",2017-03-06,591
"15524",15524,"Prehospital Emergency Care",2017-03-06,95
"15525",15525,"Prehospital Emergency Care",2017-03-06,95
"15526",15526,"Other",2017-03-06,513
"15527",15527,"Other",2017-03-06,513
"15528",15528,"Other",2017-03-06,513
"15529",15529,"Other",2017-03-06,513
"15530",15530,"Poison Control hot-line",2017-03-05,15
"15531",15531,"Poison Control hot-line",2017-03-05,15
"15532",15532,"Other",2017-03-05,375
"15533",15533,"Other",2017-03-05,375
"15534",15534,"Self-care",2017-03-05,583
"15535",15535,"Self-care",2017-03-05,583
"15536",15536,"Emergency Care",2017-03-05,650
"15537",15537,"Emergency Care",2017-03-05,650
"15538",15538,"Prehospital Emergency Care",2017-03-05,85
"15539",15539,"Prehospital Emergency Care",2017-03-05,85
"15540",15540,"Other",2017-03-05,375
"15541",15541,"Other",2017-03-05,375
"15542",15542,"Primary care",2017-03-05,517
"15543",15543,"Primary care",2017-03-05,517
"15544",15544,"Poison Control hot-line",2017-03-04,25
"15545",15545,"Poison Control hot-line",2017-03-04,25
"15546",15546,"Self-care",2017-03-04,603
"15547",15547,"Self-care",2017-03-04,603
"15548",15548,"Emergency Care",2017-03-04,747
"15549",15549,"Emergency Care",2017-03-04,747
"15550",15550,"Prehospital Emergency Care",2017-03-04,68
"15551",15551,"Prehospital Emergency Care",2017-03-04,68
"15552",15552,"Primary care",2017-03-04,389
"15553",15553,"Primary care",2017-03-04,389
"15554",15554,"Other",2017-03-04,403
"15555",15555,"Other",2017-03-04,403
"15556",15556,"Primary care",2017-03-03,504
"15557",15557,"Primary care",2017-03-03,504
"15558",15558,"Poison Control hot-line",2017-03-03,27
"15559",15559,"Poison Control hot-line",2017-03-03,27
"15560",15560,"Self-care",2017-03-03,510
"15561",15561,"Self-care",2017-03-03,510
"15562",15562,"Other",2017-03-03,496
"15563",15563,"Other",2017-03-03,496
"15564",15564,"Self-care",2017-03-03,510
"15565",15565,"Self-care",2017-03-03,510
"15566",15566,"Emergency Care",2017-03-03,632
"15567",15567,"Emergency Care",2017-03-03,632
"15568",15568,"Prehospital Emergency Care",2017-03-03,77
"15569",15569,"Prehospital Emergency Care",2017-03-03,77
"15570",15570,"Self-care",2017-03-02,517
"15571",15571,"Self-care",2017-03-02,517
"15572",15572,"Other",2017-03-02,502
"15573",15573,"Other",2017-03-02,502
"15574",15574,"Self-care",2017-03-02,517
"15575",15575,"Self-care",2017-03-02,517
"15576",15576,"Primary care",2017-03-02,536
"15577",15577,"Primary care",2017-03-02,536
"15578",15578,"Emergency Care",2017-03-02,565
"15579",15579,"Emergency Care",2017-03-02,565
"15580",15580,"Prehospital Emergency Care",2017-03-02,89
"15581",15581,"Prehospital Emergency Care",2017-03-02,89
"15582",15582,"Primary care",2017-03-02,536
"15583",15583,"Primary care",2017-03-02,536
"15584",15584,"Poison Control hot-line",2017-03-02,13
"15585",15585,"Poison Control hot-line",2017-03-02,13
"15586",15586,"Primary care",2017-03-01,555
"15587",15587,"Primary care",2017-03-01,555
"15588",15588,"Self-care",2017-03-01,523
"15589",15589,"Self-care",2017-03-01,523
"15590",15590,"Poison Control hot-line",2017-03-01,14
"15591",15591,"Poison Control hot-line",2017-03-01,14
"15592",15592,"Prehospital Emergency Care",2017-03-01,66
"15593",15593,"Prehospital Emergency Care",2017-03-01,66
"15594",15594,"Self-care",2017-03-01,523
"15595",15595,"Self-care",2017-03-01,523
"15596",15596,"Primary care",2017-03-01,555
"15597",15597,"Primary care",2017-03-01,555
"15598",15598,"Emergency Care",2017-03-01,576
"15599",15599,"Emergency Care",2017-03-01,576
"15600",15600,"Emergency Care",2017-03-01,576
"15601",15601,"Emergency Care",2017-03-01,576
"15602",15602,"Other",2017-03-01,488
"15603",15603,"Other",2017-03-01,488
"15604",15604,"Primary care",2017-02-28,483
"15605",15605,"Primary care",2017-02-28,483
"15606",15606,"Poison Control hot-line",2017-02-28,23
"15607",15607,"Poison Control hot-line",2017-02-28,23
"15608",15608,"Poison Control hot-line",2017-02-28,23
"15609",15609,"Poison Control hot-line",2017-02-28,23
"15610",15610,"Emergency Care",2017-02-28,704
"15611",15611,"Emergency Care",2017-02-28,704
"15612",15612,"Other",2017-02-28,433
"15613",15613,"Other",2017-02-28,433
"15614",15614,"Self-care",2017-02-28,587
"15615",15615,"Self-care",2017-02-28,587
"15616",15616,"Prehospital Emergency Care",2017-02-28,101
"15617",15617,"Prehospital Emergency Care",2017-02-28,101
"15618",15618,"Primary care",2017-02-28,483
"15619",15619,"Primary care",2017-02-28,483
"15620",15620,"Self-care",2017-02-28,587
"15621",15621,"Self-care",2017-02-28,587
"15622",15622,"Emergency Care",2017-02-28,704
"15623",15623,"Emergency Care",2017-02-28,704
"15624",15624,"Prehospital Emergency Care",2017-02-27,95
"15625",15625,"Prehospital Emergency Care",2017-02-27,95
"15626",15626,"Self-care",2017-02-27,564
"15627",15627,"Self-care",2017-02-27,564
"15628",15628,"Primary care",2017-02-27,509
"15629",15629,"Primary care",2017-02-27,509
"15630",15630,"Poison Control hot-line",2017-02-27,25
"15631",15631,"Poison Control hot-line",2017-02-27,25
"15632",15632,"Self-care",2017-02-27,564
"15633",15633,"Self-care",2017-02-27,564
"15634",15634,"Primary care",2017-02-27,509
"15635",15635,"Primary care",2017-02-27,509
"15636",15636,"Poison Control hot-line",2017-02-27,25
"15637",15637,"Poison Control hot-line",2017-02-27,25
"15638",15638,"Emergency Care",2017-02-27,660
"15639",15639,"Emergency Care",2017-02-27,660
"15640",15640,"Prehospital Emergency Care",2017-02-27,95
"15641",15641,"Prehospital Emergency Care",2017-02-27,95
"15642",15642,"Other",2017-02-27,467
"15643",15643,"Other",2017-02-27,467
"15644",15644,"Emergency Care",2017-02-27,660
"15645",15645,"Emergency Care",2017-02-27,660
"15646",15646,"Primary care",2017-02-26,482
"15647",15647,"Primary care",2017-02-26,482
"15648",15648,"Poison Control hot-line",2017-02-26,29
"15649",15649,"Poison Control hot-line",2017-02-26,29
"15650",15650,"Prehospital Emergency Care",2017-02-26,73
"15651",15651,"Prehospital Emergency Care",2017-02-26,73
"15652",15652,"Other",2017-02-26,420
"15653",15653,"Other",2017-02-26,420
"15654",15654,"Self-care",2017-02-26,616
"15655",15655,"Self-care",2017-02-26,616
"15656",15656,"Primary care",2017-02-26,482
"15657",15657,"Primary care",2017-02-26,482
"15658",15658,"Emergency Care",2017-02-26,805
"15659",15659,"Emergency Care",2017-02-26,805
"15660",15660,"Self-care",2017-02-26,616
"15661",15661,"Self-care",2017-02-26,616
"15662",15662,"Poison Control hot-line",2017-02-26,29
"15663",15663,"Poison Control hot-line",2017-02-26,29
"15664",15664,"Emergency Care",2017-02-26,805
"15665",15665,"Emergency Care",2017-02-26,805
"15666",15666,"Other",2017-02-26,420
"15667",15667,"Other",2017-02-26,420
"15668",15668,"Prehospital Emergency Care",2017-02-26,73
"15669",15669,"Prehospital Emergency Care",2017-02-26,73
"15670",15670,"Self-care",2017-02-25,598
"15671",15671,"Self-care",2017-02-25,598
"15672",15672,"Poison Control hot-line",2017-02-25,32
"15673",15673,"Poison Control hot-line",2017-02-25,32
"15674",15674,"Prehospital Emergency Care",2017-02-25,64
"15675",15675,"Prehospital Emergency Care",2017-02-25,64
"15676",15676,"Other",2017-02-25,428
"15677",15677,"Other",2017-02-25,428
"15678",15678,"Poison Control hot-line",2017-02-25,32
"15679",15679,"Poison Control hot-line",2017-02-25,32
"15680",15680,"Prehospital Emergency Care",2017-02-25,64
"15681",15681,"Prehospital Emergency Care",2017-02-25,64
"15682",15682,"Emergency Care",2017-02-25,787
"15683",15683,"Emergency Care",2017-02-25,787
"15684",15684,"Emergency Care",2017-02-25,787
"15685",15685,"Emergency Care",2017-02-25,787
"15686",15686,"Primary care",2017-02-25,394
"15687",15687,"Primary care",2017-02-25,394
"15688",15688,"Primary care",2017-02-25,394
"15689",15689,"Primary care",2017-02-25,394
"15690",15690,"Self-care",2017-02-25,598
"15691",15691,"Self-care",2017-02-25,598
"15692",15692,"Other",2017-02-25,428
"15693",15693,"Other",2017-02-25,428
"15694",15694,"Other",2017-02-24,441
"15695",15695,"Other",2017-02-24,441
"15696",15696,"Emergency Care",2017-02-24,560
"15697",15697,"Emergency Care",2017-02-24,560
"15698",15698,"Poison Control hot-line",2017-02-24,16
"15699",15699,"Poison Control hot-line",2017-02-24,16
"15700",15700,"Poison Control hot-line",2017-02-24,16
"15701",15701,"Poison Control hot-line",2017-02-24,16
"15702",15702,"Prehospital Emergency Care",2017-02-24,51
"15703",15703,"Prehospital Emergency Care",2017-02-24,51
"15704",15704,"Primary care",2017-02-24,496
"15705",15705,"Primary care",2017-02-24,496
"15706",15706,"Other",2017-02-24,441
"15707",15707,"Other",2017-02-24,441
"15708",15708,"Self-care",2017-02-24,552
"15709",15709,"Self-care",2017-02-24,552
"15710",15710,"Primary care",2017-02-24,496
"15711",15711,"Primary care",2017-02-24,496
"15712",15712,"Self-care",2017-02-24,552
"15713",15713,"Self-care",2017-02-24,552
"15714",15714,"Prehospital Emergency Care",2017-02-24,51
"15715",15715,"Prehospital Emergency Care",2017-02-24,51
"15716",15716,"Emergency Care",2017-02-24,560
"15717",15717,"Emergency Care",2017-02-24,560
"15718",15718,"Poison Control hot-line",2017-02-23,16
"15719",15719,"Poison Control hot-line",2017-02-23,16
"15720",15720,"Other",2017-02-23,424
"15721",15721,"Other",2017-02-23,424
"15722",15722,"Emergency Care",2017-02-23,634
"15723",15723,"Emergency Care",2017-02-23,634
"15724",15724,"Poison Control hot-line",2017-02-23,16
"15725",15725,"Poison Control hot-line",2017-02-23,16
"15726",15726,"Prehospital Emergency Care",2017-02-23,81
"15727",15727,"Prehospital Emergency Care",2017-02-23,81
"15728",15728,"Self-care",2017-02-23,499
"15729",15729,"Self-care",2017-02-23,499
"15730",15730,"Emergency Care",2017-02-23,634
"15731",15731,"Emergency Care",2017-02-23,634
"15732",15732,"Primary care",2017-02-23,531
"15733",15733,"Primary care",2017-02-23,531
"15734",15734,"Primary care",2017-02-23,531
"15735",15735,"Primary care",2017-02-23,531
"15736",15736,"Self-care",2017-02-23,499
"15737",15737,"Self-care",2017-02-23,499
"15738",15738,"Other",2017-02-23,424
"15739",15739,"Other",2017-02-23,424
"15740",15740,"Prehospital Emergency Care",2017-02-23,81
"15741",15741,"Prehospital Emergency Care",2017-02-23,81
"15742",15742,"Primary care",2017-02-22,609
"15743",15743,"Primary care",2017-02-22,609
"15744",15744,"Poison Control hot-line",2017-02-22,24
"15745",15745,"Poison Control hot-line",2017-02-22,24
"15746",15746,"Emergency Care",2017-02-22,635
"15747",15747,"Emergency Care",2017-02-22,635
"15748",15748,"Prehospital Emergency Care",2017-02-22,70
"15749",15749,"Prehospital Emergency Care",2017-02-22,70
"15750",15750,"Other",2017-02-22,519
"15751",15751,"Other",2017-02-22,519
"15752",15752,"Self-care",2017-02-22,524
"15753",15753,"Self-care",2017-02-22,524
"15754",15754,"Emergency Care",2017-02-22,635
"15755",15755,"Emergency Care",2017-02-22,635
"15756",15756,"Poison Control hot-line",2017-02-22,24
"15757",15757,"Poison Control hot-line",2017-02-22,24
"15758",15758,"Prehospital Emergency Care",2017-02-22,70
"15759",15759,"Prehospital Emergency Care",2017-02-22,70
"15760",15760,"Self-care",2017-02-22,524
"15761",15761,"Self-care",2017-02-22,524
"15762",15762,"Primary care",2017-02-22,609
"15763",15763,"Primary care",2017-02-22,609
"15764",15764,"Other",2017-02-22,519
"15765",15765,"Other",2017-02-22,519
"15766",15766,"Other",2017-02-21,493
"15767",15767,"Other",2017-02-21,493
"15768",15768,"Prehospital Emergency Care",2017-02-21,63
"15769",15769,"Prehospital Emergency Care",2017-02-21,63
"15770",15770,"Poison Control hot-line",2017-02-21,19
"15771",15771,"Poison Control hot-line",2017-02-21,19
"15772",15772,"Other",2017-02-21,493
"15773",15773,"Other",2017-02-21,493
"15774",15774,"Primary care",2017-02-21,604
"15775",15775,"Primary care",2017-02-21,604
"15776",15776,"Primary care",2017-02-21,604
"15777",15777,"Primary care",2017-02-21,604
"15778",15778,"Self-care",2017-02-21,544
"15779",15779,"Self-care",2017-02-21,544
"15780",15780,"Self-care",2017-02-21,544
"15781",15781,"Self-care",2017-02-21,544
"15782",15782,"Emergency Care",2017-02-21,585
"15783",15783,"Emergency Care",2017-02-21,585
"15784",15784,"Prehospital Emergency Care",2017-02-21,63
"15785",15785,"Prehospital Emergency Care",2017-02-21,63
"15786",15786,"Emergency Care",2017-02-21,585
"15787",15787,"Emergency Care",2017-02-21,585
"15788",15788,"Poison Control hot-line",2017-02-21,19
"15789",15789,"Poison Control hot-line",2017-02-21,19
"15790",15790,"Self-care",2017-02-20,590
"15791",15791,"Self-care",2017-02-20,590
"15792",15792,"Emergency Care",2017-02-20,638
"15793",15793,"Emergency Care",2017-02-20,638
"15794",15794,"Self-care",2017-02-20,590
"15795",15795,"Self-care",2017-02-20,590
"15796",15796,"Prehospital Emergency Care",2017-02-20,74
"15797",15797,"Prehospital Emergency Care",2017-02-20,74
"15798",15798,"Primary care",2017-02-20,630
"15799",15799,"Primary care",2017-02-20,630
"15800",15800,"Other",2017-02-20,579
"15801",15801,"Other",2017-02-20,579
"15802",15802,"Poison Control hot-line",2017-02-20,22
"15803",15803,"Poison Control hot-line",2017-02-20,22
"15804",15804,"Poison Control hot-line",2017-02-20,22
"15805",15805,"Poison Control hot-line",2017-02-20,22
"15806",15806,"Primary care",2017-02-20,630
"15807",15807,"Primary care",2017-02-20,630
"15808",15808,"Emergency Care",2017-02-20,638
"15809",15809,"Emergency Care",2017-02-20,638
"15810",15810,"Prehospital Emergency Care",2017-02-20,74
"15811",15811,"Prehospital Emergency Care",2017-02-20,74
"15812",15812,"Other",2017-02-20,579
"15813",15813,"Other",2017-02-20,579
"15814",15814,"Self-care",2017-02-19,724
"15815",15815,"Self-care",2017-02-19,724
"15816",15816,"Emergency Care",2017-02-19,773
"15817",15817,"Emergency Care",2017-02-19,773
"15818",15818,"Poison Control hot-line",2017-02-19,32
"15819",15819,"Poison Control hot-line",2017-02-19,32
"15820",15820,"Emergency Care",2017-02-19,773
"15821",15821,"Emergency Care",2017-02-19,773
"15822",15822,"Primary care",2017-02-19,529
"15823",15823,"Primary care",2017-02-19,529
"15824",15824,"Poison Control hot-line",2017-02-19,32
"15825",15825,"Poison Control hot-line",2017-02-19,32
"15826",15826,"Other",2017-02-19,404
"15827",15827,"Other",2017-02-19,404
"15828",15828,"Other",2017-02-19,404
"15829",15829,"Other",2017-02-19,404
"15830",15830,"Prehospital Emergency Care",2017-02-19,92
"15831",15831,"Prehospital Emergency Care",2017-02-19,92
"15832",15832,"Self-care",2017-02-19,724
"15833",15833,"Self-care",2017-02-19,724
"15834",15834,"Primary care",2017-02-19,529
"15835",15835,"Primary care",2017-02-19,529
"15836",15836,"Prehospital Emergency Care",2017-02-19,92
"15837",15837,"Prehospital Emergency Care",2017-02-19,92
"15838",15838,"Primary care",2017-02-18,391
"15839",15839,"Primary care",2017-02-18,391
"15840",15840,"Self-care",2017-02-18,625
"15841",15841,"Self-care",2017-02-18,625
"15842",15842,"Other",2017-02-18,392
"15843",15843,"Other",2017-02-18,392
"15844",15844,"Prehospital Emergency Care",2017-02-18,74
"15845",15845,"Prehospital Emergency Care",2017-02-18,74
"15846",15846,"Self-care",2017-02-18,625
"15847",15847,"Self-care",2017-02-18,625
"15848",15848,"Other",2017-02-18,392
"15849",15849,"Other",2017-02-18,392
"15850",15850,"Emergency Care",2017-02-18,818
"15851",15851,"Emergency Care",2017-02-18,818
"15852",15852,"Poison Control hot-line",2017-02-18,20
"15853",15853,"Poison Control hot-line",2017-02-18,20
"15854",15854,"Prehospital Emergency Care",2017-02-18,74
"15855",15855,"Prehospital Emergency Care",2017-02-18,74
"15856",15856,"Primary care",2017-02-18,391
"15857",15857,"Primary care",2017-02-18,391
"15858",15858,"Emergency Care",2017-02-18,818
"15859",15859,"Emergency Care",2017-02-18,818
"15860",15860,"Poison Control hot-line",2017-02-18,20
"15861",15861,"Poison Control hot-line",2017-02-18,20
"15862",15862,"Primary care",2017-02-17,514
"15863",15863,"Primary care",2017-02-17,514
"15864",15864,"Other",2017-02-17,472
"15865",15865,"Other",2017-02-17,472
"15866",15866,"Poison Control hot-line",2017-02-17,17
"15867",15867,"Poison Control hot-line",2017-02-17,17
"15868",15868,"Prehospital Emergency Care",2017-02-17,83
"15869",15869,"Prehospital Emergency Care",2017-02-17,83
"15870",15870,"Other",2017-02-17,472
"15871",15871,"Other",2017-02-17,472
"15872",15872,"Emergency Care",2017-02-17,617
"15873",15873,"Emergency Care",2017-02-17,617
"15874",15874,"Poison Control hot-line",2017-02-17,17
"15875",15875,"Poison Control hot-line",2017-02-17,17
"15876",15876,"Self-care",2017-02-17,595
"15877",15877,"Self-care",2017-02-17,595
"15878",15878,"Primary care",2017-02-17,514
"15879",15879,"Primary care",2017-02-17,514
"15880",15880,"Emergency Care",2017-02-17,617
"15881",15881,"Emergency Care",2017-02-17,617
"15882",15882,"Prehospital Emergency Care",2017-02-17,83
"15883",15883,"Prehospital Emergency Care",2017-02-17,83
"15884",15884,"Self-care",2017-02-17,595
"15885",15885,"Self-care",2017-02-17,595
"15886",15886,"Emergency Care",2017-02-16,565
"15887",15887,"Emergency Care",2017-02-16,565
"15888",15888,"Poison Control hot-line",2017-02-16,11
"15889",15889,"Poison Control hot-line",2017-02-16,11
"15890",15890,"Self-care",2017-02-16,519
"15891",15891,"Self-care",2017-02-16,519
"15892",15892,"Poison Control hot-line",2017-02-16,11
"15893",15893,"Poison Control hot-line",2017-02-16,11
"15894",15894,"Self-care",2017-02-16,519
"15895",15895,"Self-care",2017-02-16,519
"15896",15896,"Prehospital Emergency Care",2017-02-16,77
"15897",15897,"Prehospital Emergency Care",2017-02-16,77
"15898",15898,"Primary care",2017-02-16,558
"15899",15899,"Primary care",2017-02-16,558
"15900",15900,"Emergency Care",2017-02-16,565
"15901",15901,"Emergency Care",2017-02-16,565
"15902",15902,"Primary care",2017-02-16,558
"15903",15903,"Primary care",2017-02-16,558
"15904",15904,"Prehospital Emergency Care",2017-02-16,77
"15905",15905,"Prehospital Emergency Care",2017-02-16,77
"15906",15906,"Other",2017-02-16,432
"15907",15907,"Other",2017-02-16,432
"15908",15908,"Other",2017-02-16,432
"15909",15909,"Other",2017-02-16,432
"15910",15910,"Primary care",2017-02-15,607
"15911",15911,"Primary care",2017-02-15,607
"15912",15912,"Other",2017-02-15,480
"15913",15913,"Other",2017-02-15,480
"15914",15914,"Primary care",2017-02-15,607
"15915",15915,"Primary care",2017-02-15,607
"15916",15916,"Emergency Care",2017-02-15,597
"15917",15917,"Emergency Care",2017-02-15,597
"15918",15918,"Self-care",2017-02-15,532
"15919",15919,"Self-care",2017-02-15,532
"15920",15920,"Emergency Care",2017-02-15,597
"15921",15921,"Emergency Care",2017-02-15,597
"15922",15922,"Poison Control hot-line",2017-02-15,25
"15923",15923,"Poison Control hot-line",2017-02-15,25
"15924",15924,"Self-care",2017-02-15,532
"15925",15925,"Self-care",2017-02-15,532
"15926",15926,"Poison Control hot-line",2017-02-15,25
"15927",15927,"Poison Control hot-line",2017-02-15,25
"15928",15928,"Prehospital Emergency Care",2017-02-15,71
"15929",15929,"Prehospital Emergency Care",2017-02-15,71
"15930",15930,"Other",2017-02-15,480
"15931",15931,"Other",2017-02-15,480
"15932",15932,"Prehospital Emergency Care",2017-02-15,71
"15933",15933,"Prehospital Emergency Care",2017-02-15,71
"15934",15934,"Poison Control hot-line",2017-02-14,16
"15935",15935,"Poison Control hot-line",2017-02-14,16
"15936",15936,"Prehospital Emergency Care",2017-02-14,83
"15937",15937,"Prehospital Emergency Care",2017-02-14,83
"15938",15938,"Other",2017-02-14,481
"15939",15939,"Other",2017-02-14,481
"15940",15940,"Prehospital Emergency Care",2017-02-14,83
"15941",15941,"Prehospital Emergency Care",2017-02-14,83
"15942",15942,"Self-care",2017-02-14,520
"15943",15943,"Self-care",2017-02-14,520
"15944",15944,"Primary care",2017-02-14,557
"15945",15945,"Primary care",2017-02-14,557
"15946",15946,"Other",2017-02-14,481
"15947",15947,"Other",2017-02-14,481
"15948",15948,"Self-care",2017-02-14,520
"15949",15949,"Self-care",2017-02-14,520
"15950",15950,"Emergency Care",2017-02-14,560
"15951",15951,"Emergency Care",2017-02-14,560
"15952",15952,"Emergency Care",2017-02-14,560
"15953",15953,"Emergency Care",2017-02-14,560
"15954",15954,"Primary care",2017-02-14,557
"15955",15955,"Primary care",2017-02-14,557
"15956",15956,"Poison Control hot-line",2017-02-14,16
"15957",15957,"Poison Control hot-line",2017-02-14,16
"15958",15958,"Primary care",2017-02-13,675
"15959",15959,"Primary care",2017-02-13,675
"15960",15960,"Self-care",2017-02-13,603
"15961",15961,"Self-care",2017-02-13,603
"15962",15962,"Emergency Care",2017-02-13,629
"15963",15963,"Emergency Care",2017-02-13,629
"15964",15964,"Emergency Care",2017-02-13,629
"15965",15965,"Emergency Care",2017-02-13,629
"15966",15966,"Other",2017-02-13,532
"15967",15967,"Other",2017-02-13,532
"15968",15968,"Poison Control hot-line",2017-02-13,23
"15969",15969,"Poison Control hot-line",2017-02-13,23
"15970",15970,"Other",2017-02-13,532
"15971",15971,"Other",2017-02-13,532
"15972",15972,"Poison Control hot-line",2017-02-13,23
"15973",15973,"Poison Control hot-line",2017-02-13,23
"15974",15974,"Self-care",2017-02-13,603
"15975",15975,"Self-care",2017-02-13,603
"15976",15976,"Prehospital Emergency Care",2017-02-13,81
"15977",15977,"Prehospital Emergency Care",2017-02-13,81
"15978",15978,"Primary care",2017-02-13,675
"15979",15979,"Primary care",2017-02-13,675
"15980",15980,"Prehospital Emergency Care",2017-02-13,81
"15981",15981,"Prehospital Emergency Care",2017-02-13,81
"15982",15982,"Primary care",2017-02-12,529
"15983",15983,"Primary care",2017-02-12,529
"15984",15984,"Emergency Care",2017-02-12,792
